"kommune","parti","stemmer"
"0301 Oslo kommune","Fellesliste Kristelig folkeparti",20801
"0301 Oslo kommune","Fellesliste Senterpartiet",3195
"0301 Oslo kommune","Fellesliste Det nye Folkepartiet",1650
"0401 Hamar (-1991)","Arbeiderpartiet",5852
"0401 Hamar (-1991)","Fremskrittspartiet",98
"0401 Hamar (-1991)","Høyre",2367
"0401 Hamar (-1991)","Kristelig Folkeparti",871
"0401 Hamar (-1991)","Senterpartiet",471
"0401 Hamar (-1991)","Sosialistisk Venstreparti",548
"0401 Hamar (-1991)","Venstre",247
"0401 Hamar (-1991)","Norges Kommunistiske Parti",29
"0401 Hamar (-1991)","Rød valgallianse",44
"0401 Hamar (-1991)","Frie Folkevalgte",3
"0401 Hamar (-1991)","Det nye Folkepartiet (1973-1977)",73
"0401 Hamar (-1991)","Ensliges parti",5
"0402 Kongsvinger","Arbeiderpartiet",6023
"0402 Kongsvinger","Fremskrittspartiet",99
"0402 Kongsvinger","Høyre",1253
"0402 Kongsvinger","Kristelig Folkeparti",556
"0402 Kongsvinger","Senterpartiet",804
"0402 Kongsvinger","Sosialistisk Venstreparti",641
"0402 Kongsvinger","Venstre",116
"0402 Kongsvinger","Norges Kommunistiske Parti",78
"0402 Kongsvinger","Rød valgallianse",18
"0402 Kongsvinger","Frie Folkevalgte",3
"0402 Kongsvinger","Det nye Folkepartiet (1973-1977)",67
"0402 Kongsvinger","Ensliges parti",5
"0402 Kongsvinger","Norges demokratiske parti",5
"0412 Ringsaker","Arbeiderpartiet",11168
"0412 Ringsaker","Fremskrittspartiet",138
"0412 Ringsaker","Høyre",1954
"0412 Ringsaker","Kristelig Folkeparti",1061
"0412 Ringsaker","Senterpartiet",2495
"0412 Ringsaker","Sosialistisk Venstreparti",605
"0412 Ringsaker","Venstre",230
"0412 Ringsaker","Norges Kommunistiske Parti",26
"0412 Ringsaker","Rød valgallianse",30
"0412 Ringsaker","Frie Folkevalgte",27
"0412 Ringsaker","Det nye Folkepartiet (1973-1977)",80
"0412 Ringsaker","Ensliges parti",17
"0412 Ringsaker","Norges demokratiske parti",10
"0414 Vang (-1991)","Arbeiderpartiet",3766
"0414 Vang (-1991)","Fremskrittspartiet",30
"0414 Vang (-1991)","Høyre",609
"0414 Vang (-1991)","Kristelig Folkeparti",215
"0414 Vang (-1991)","Senterpartiet",569
"0414 Vang (-1991)","Sosialistisk Venstreparti",284
"0414 Vang (-1991)","Venstre",65
"0414 Vang (-1991)","Norges Kommunistiske Parti",16
"0414 Vang (-1991)","Rød valgallianse",16
"0414 Vang (-1991)","Frie Folkevalgte",3
"0414 Vang (-1991)","Det nye Folkepartiet (1973-1977)",18
"0414 Vang (-1991)","Norges demokratiske parti",2
"0415 Løten","Arbeiderpartiet",2836
"0415 Løten","Fremskrittspartiet",35
"0415 Løten","Høyre",332
"0415 Løten","Kristelig Folkeparti",122
"0415 Løten","Senterpartiet",514
"0415 Løten","Sosialistisk Venstreparti",216
"0415 Løten","Venstre",21
"0415 Løten","Norges Kommunistiske Parti",55
"0415 Løten","Rød valgallianse",9
"0415 Løten","Frie Folkevalgte",1
"0415 Løten","Det nye Folkepartiet (1973-1977)",2
"0415 Løten","Ensliges parti",2
"0417 Stange","Arbeiderpartiet",7088
"0417 Stange","Fremskrittspartiet",75
"0417 Stange","Høyre",945
"0417 Stange","Kristelig Folkeparti",590
"0417 Stange","Senterpartiet",1132
"0417 Stange","Sosialistisk Venstreparti",606
"0417 Stange","Venstre",108
"0417 Stange","Norges Kommunistiske Parti",78
"0417 Stange","Rød valgallianse",15
"0417 Stange","Frie Folkevalgte",3
"0417 Stange","Det nye Folkepartiet (1973-1977)",61
"0417 Stange","Ensliges parti",1
"0417 Stange","Norges demokratiske parti",8
"0418 Nord-Odal","Arbeiderpartiet",2496
"0418 Nord-Odal","Fremskrittspartiet",20
"0418 Nord-Odal","Høyre",144
"0418 Nord-Odal","Kristelig Folkeparti",148
"0418 Nord-Odal","Senterpartiet",269
"0418 Nord-Odal","Sosialistisk Venstreparti",221
"0418 Nord-Odal","Venstre",10
"0418 Nord-Odal","Norges Kommunistiske Parti",28
"0418 Nord-Odal","Rød valgallianse",8
"0418 Nord-Odal","Det nye Folkepartiet (1973-1977)",8
"0418 Nord-Odal","Ensliges parti",3
"0418 Nord-Odal","Norges demokratiske parti",1
"0419 Sør-Odal","Arbeiderpartiet",3098
"0419 Sør-Odal","Fremskrittspartiet",38
"0419 Sør-Odal","Høyre",403
"0419 Sør-Odal","Kristelig Folkeparti",160
"0419 Sør-Odal","Senterpartiet",478
"0419 Sør-Odal","Sosialistisk Venstreparti",269
"0419 Sør-Odal","Venstre",37
"0419 Sør-Odal","Norges Kommunistiske Parti",22
"0419 Sør-Odal","Rød valgallianse",11
"0419 Sør-Odal","Frie Folkevalgte",2
"0419 Sør-Odal","Det nye Folkepartiet (1973-1977)",5
"0419 Sør-Odal","Ensliges parti",2
"0419 Sør-Odal","Norges demokratiske parti",1
"0420 Eidskog","Arbeiderpartiet",2562
"0420 Eidskog","Fremskrittspartiet",14
"0420 Eidskog","Høyre",323
"0420 Eidskog","Kristelig Folkeparti",279
"0420 Eidskog","Senterpartiet",417
"0420 Eidskog","Sosialistisk Venstreparti",186
"0420 Eidskog","Venstre",29
"0420 Eidskog","Norges Kommunistiske Parti",9
"0420 Eidskog","Rød valgallianse",2
"0420 Eidskog","Frie Folkevalgte",2
"0420 Eidskog","Det nye Folkepartiet (1973-1977)",5
"0420 Eidskog","Ensliges parti",2
"0420 Eidskog","Norges demokratiske parti",1
"0423 Grue","Arbeiderpartiet",2483
"0423 Grue","Fremskrittspartiet",23
"0423 Grue","Høyre",304
"0423 Grue","Kristelig Folkeparti",175
"0423 Grue","Senterpartiet",534
"0423 Grue","Sosialistisk Venstreparti",240
"0423 Grue","Venstre",22
"0423 Grue","Norges Kommunistiske Parti",34
"0423 Grue","Rød valgallianse",7
"0423 Grue","Frie Folkevalgte",3
"0423 Grue","Det nye Folkepartiet (1973-1977)",8
"0423 Grue","Norges demokratiske parti",3
"0425 Åsnes","Arbeiderpartiet",3135
"0425 Åsnes","Fremskrittspartiet",49
"0425 Åsnes","Høyre",381
"0425 Åsnes","Kristelig Folkeparti",360
"0425 Åsnes","Senterpartiet",664
"0425 Åsnes","Sosialistisk Venstreparti",555
"0425 Åsnes","Venstre",25
"0425 Åsnes","Norges Kommunistiske Parti",180
"0425 Åsnes","Rød valgallianse",7
"0425 Åsnes","Frie Folkevalgte",10
"0425 Åsnes","Det nye Folkepartiet (1973-1977)",9
"0425 Åsnes","Ensliges parti",6
"0425 Åsnes","Norges demokratiske parti",5
"0426 Våler (Hedm.)","Arbeiderpartiet",1568
"0426 Våler (Hedm.)","Fremskrittspartiet",17
"0426 Våler (Hedm.)","Høyre",304
"0426 Våler (Hedm.)","Kristelig Folkeparti",157
"0426 Våler (Hedm.)","Senterpartiet",307
"0426 Våler (Hedm.)","Sosialistisk Venstreparti",316
"0426 Våler (Hedm.)","Venstre",15
"0426 Våler (Hedm.)","Norges Kommunistiske Parti",33
"0426 Våler (Hedm.)","Rød valgallianse",3
"0426 Våler (Hedm.)","Det nye Folkepartiet (1973-1977)",6
"0426 Våler (Hedm.)","Ensliges parti",2
"0427 Elverum","Arbeiderpartiet",4929
"0427 Elverum","Fremskrittspartiet",126
"0427 Elverum","Høyre",1522
"0427 Elverum","Kristelig Folkeparti",578
"0427 Elverum","Senterpartiet",1205
"0427 Elverum","Sosialistisk Venstreparti",713
"0427 Elverum","Venstre",139
"0427 Elverum","Norges Kommunistiske Parti",53
"0427 Elverum","Rød valgallianse",33
"0427 Elverum","Frie Folkevalgte",14
"0427 Elverum","Det nye Folkepartiet (1973-1977)",73
"0427 Elverum","Ensliges parti",3
"0427 Elverum","Norges demokratiske parti",5
"0428 Trysil","Arbeiderpartiet",2513
"0428 Trysil","Fremskrittspartiet",29
"0428 Trysil","Høyre",358
"0428 Trysil","Kristelig Folkeparti",347
"0428 Trysil","Senterpartiet",882
"0428 Trysil","Sosialistisk Venstreparti",257
"0428 Trysil","Venstre",44
"0428 Trysil","Norges Kommunistiske Parti",45
"0428 Trysil","Rød valgallianse",6
"0428 Trysil","Det nye Folkepartiet (1973-1977)",26
"0428 Trysil","Ensliges parti",2
"0428 Trysil","Norges demokratiske parti",3
"0429 Åmot","Arbeiderpartiet",1487
"0429 Åmot","Fremskrittspartiet",30
"0429 Åmot","Høyre",286
"0429 Åmot","Kristelig Folkeparti",102
"0429 Åmot","Senterpartiet",373
"0429 Åmot","Sosialistisk Venstreparti",557
"0429 Åmot","Venstre",29
"0429 Åmot","Norges Kommunistiske Parti",68
"0429 Åmot","Rød valgallianse",14
"0429 Åmot","Frie Folkevalgte",1
"0429 Åmot","Det nye Folkepartiet (1973-1977)",3
"0429 Åmot","Ensliges parti",1
"0429 Åmot","Norges demokratiske parti",5
"0430 Stor-Elvdal","Arbeiderpartiet",1466
"0430 Stor-Elvdal","Fremskrittspartiet",18
"0430 Stor-Elvdal","Høyre",217
"0430 Stor-Elvdal","Kristelig Folkeparti",75
"0430 Stor-Elvdal","Senterpartiet",326
"0430 Stor-Elvdal","Sosialistisk Venstreparti",203
"0430 Stor-Elvdal","Venstre",16
"0430 Stor-Elvdal","Norges Kommunistiske Parti",18
"0430 Stor-Elvdal","Rød valgallianse",9
"0430 Stor-Elvdal","Frie Folkevalgte",1
"0430 Stor-Elvdal","Det nye Folkepartiet (1973-1977)",2
"0430 Stor-Elvdal","Norges demokratiske parti",4
"0432 Rendalen","Arbeiderpartiet",1188
"0432 Rendalen","Fremskrittspartiet",9
"0432 Rendalen","Høyre",90
"0432 Rendalen","Kristelig Folkeparti",70
"0432 Rendalen","Senterpartiet",437
"0432 Rendalen","Sosialistisk Venstreparti",94
"0432 Rendalen","Venstre",11
"0432 Rendalen","Norges Kommunistiske Parti",21
"0432 Rendalen","Rød valgallianse",2
"0432 Rendalen","Det nye Folkepartiet (1973-1977)",5
"0432 Rendalen","Ensliges parti",2
"0432 Rendalen","Norges demokratiske parti",2
"0434 Engerdal","Arbeiderpartiet",582
"0434 Engerdal","Fremskrittspartiet",7
"0434 Engerdal","Høyre",98
"0434 Engerdal","Kristelig Folkeparti",31
"0434 Engerdal","Senterpartiet",276
"0434 Engerdal","Sosialistisk Venstreparti",14
"0434 Engerdal","Venstre",37
"0434 Engerdal","Norges Kommunistiske Parti",1
"0434 Engerdal","Det nye Folkepartiet (1973-1977)",20
"0434 Engerdal","Norges demokratiske parti",1
"0436 Tolga","Arbeiderpartiet",351
"0436 Tolga","Fremskrittspartiet",14
"0436 Tolga","Høyre",69
"0436 Tolga","Kristelig Folkeparti",60
"0436 Tolga","Senterpartiet",546
"0436 Tolga","Sosialistisk Venstreparti",31
"0436 Tolga","Venstre",25
"0436 Tolga","Rød valgallianse",11
"0436 Tolga","Frie Folkevalgte",4
"0436 Tolga","Det nye Folkepartiet (1973-1977)",11
"0436 Tolga","Ensliges parti",2
"0437 Tynset","Arbeiderpartiet",1205
"0437 Tynset","Fremskrittspartiet",25
"0437 Tynset","Høyre",334
"0437 Tynset","Kristelig Folkeparti",259
"0437 Tynset","Senterpartiet",999
"0437 Tynset","Sosialistisk Venstreparti",115
"0437 Tynset","Venstre",69
"0437 Tynset","Norges Kommunistiske Parti",3
"0437 Tynset","Rød valgallianse",15
"0437 Tynset","Det nye Folkepartiet (1973-1977)",10
"0438 Alvdal","Arbeiderpartiet",665
"0438 Alvdal","Fremskrittspartiet",11
"0438 Alvdal","Høyre",86
"0438 Alvdal","Kristelig Folkeparti",102
"0438 Alvdal","Senterpartiet",532
"0438 Alvdal","Sosialistisk Venstreparti",37
"0438 Alvdal","Venstre",37
"0438 Alvdal","Frie Folkevalgte",3
"0438 Alvdal","Det nye Folkepartiet (1973-1977)",17
"0439 Folldal","Arbeiderpartiet",722
"0439 Folldal","Fremskrittspartiet",5
"0439 Folldal","Høyre",66
"0439 Folldal","Kristelig Folkeparti",63
"0439 Folldal","Senterpartiet",427
"0439 Folldal","Sosialistisk Venstreparti",30
"0439 Folldal","Venstre",13
"0439 Folldal","Norges Kommunistiske Parti",3
"0439 Folldal","Rød valgallianse",5
"0439 Folldal","Frie Folkevalgte",2
"0439 Folldal","Det nye Folkepartiet (1973-1977)",4
"0439 Folldal","Ensliges parti",1
"0439 Folldal","Norges demokratiske parti",1
"0441 Os (Hedm.)","Arbeiderpartiet",501
"0441 Os (Hedm.)","Fremskrittspartiet",5
"0441 Os (Hedm.)","Høyre",48
"0441 Os (Hedm.)","Kristelig Folkeparti",82
"0441 Os (Hedm.)","Senterpartiet",412
"0441 Os (Hedm.)","Sosialistisk Venstreparti",32
"0441 Os (Hedm.)","Venstre",14
"0441 Os (Hedm.)","Rød valgallianse",1
"0441 Os (Hedm.)","Frie Folkevalgte",1
"0441 Os (Hedm.)","Det nye Folkepartiet (1973-1977)",5
"0441 Os (Hedm.)","Norges demokratiske parti",1
"0501 Lillehammer","Arbeiderpartiet",6397
"0501 Lillehammer","Fremskrittspartiet",110
"0501 Lillehammer","Høyre",2635
"0501 Lillehammer","Kristelig Folkeparti",1174
"0501 Lillehammer","Senterpartiet",1355
"0501 Lillehammer","Sosialistisk Venstreparti",609
"0501 Lillehammer","Venstre",355
"0501 Lillehammer","Norges Kommunistiske Parti",28
"0501 Lillehammer","Rød valgallianse",54
"0501 Lillehammer","Frie Folkevalgte",4
"0501 Lillehammer","Det nye Folkepartiet (1973-1977)",121
"0501 Lillehammer","Ensliges parti",14
"0501 Lillehammer","Norges demokratiske parti",3
"0502 Gjøvik","Arbeiderpartiet",9846
"0502 Gjøvik","Fremskrittspartiet",138
"0502 Gjøvik","Høyre",2334
"0502 Gjøvik","Kristelig Folkeparti",1527
"0502 Gjøvik","Senterpartiet",1383
"0502 Gjøvik","Sosialistisk Venstreparti",389
"0502 Gjøvik","Venstre",329
"0502 Gjøvik","Norges Kommunistiske Parti",21
"0502 Gjøvik","Rød valgallianse",58
"0502 Gjøvik","Frie Folkevalgte",1
"0502 Gjøvik","Det nye Folkepartiet (1973-1977)",85
"0502 Gjøvik","Ensliges parti",12
"0502 Gjøvik","Norges demokratiske parti",3
"0511 Dovre","Arbeiderpartiet",1003
"0511 Dovre","Fremskrittspartiet",7
"0511 Dovre","Høyre",196
"0511 Dovre","Kristelig Folkeparti",93
"0511 Dovre","Senterpartiet",449
"0511 Dovre","Sosialistisk Venstreparti",37
"0511 Dovre","Venstre",27
"0511 Dovre","Norges Kommunistiske Parti",1
"0511 Dovre","Det nye Folkepartiet (1973-1977)",5
"0511 Dovre","Ensliges parti",3
"0511 Dovre","Norges demokratiske parti",1
"0512 Lesja","Arbeiderpartiet",489
"0512 Lesja","Fremskrittspartiet",18
"0512 Lesja","Høyre",133
"0512 Lesja","Kristelig Folkeparti",195
"0512 Lesja","Senterpartiet",513
"0512 Lesja","Sosialistisk Venstreparti",32
"0512 Lesja","Venstre",22
"0512 Lesja","Norges Kommunistiske Parti",1
"0512 Lesja","Frie Folkevalgte",1
"0512 Lesja","Det nye Folkepartiet (1973-1977)",3
"0512 Lesja","Norges demokratiske parti",2
"0513 Skjåk","Arbeiderpartiet",728
"0513 Skjåk","Fremskrittspartiet",4
"0513 Skjåk","Høyre",90
"0513 Skjåk","Kristelig Folkeparti",83
"0513 Skjåk","Senterpartiet",449
"0513 Skjåk","Sosialistisk Venstreparti",37
"0513 Skjåk","Venstre",29
"0513 Skjåk","Norges Kommunistiske Parti",2
"0513 Skjåk","Rød valgallianse",2
"0513 Skjåk","Det nye Folkepartiet (1973-1977)",2
"0513 Skjåk","Ensliges parti",4
"0514 Lom","Arbeiderpartiet",783
"0514 Lom","Fremskrittspartiet",10
"0514 Lom","Høyre",86
"0514 Lom","Kristelig Folkeparti",133
"0514 Lom","Senterpartiet",439
"0514 Lom","Sosialistisk Venstreparti",35
"0514 Lom","Venstre",30
"0514 Lom","Rød valgallianse",2
"0514 Lom","Det nye Folkepartiet (1973-1977)",2
"0515 Vågå","Arbeiderpartiet",1484
"0515 Vågå","Fremskrittspartiet",13
"0515 Vågå","Høyre",122
"0515 Vågå","Kristelig Folkeparti",110
"0515 Vågå","Senterpartiet",537
"0515 Vågå","Sosialistisk Venstreparti",74
"0515 Vågå","Venstre",32
"0515 Vågå","Norges Kommunistiske Parti",4
"0515 Vågå","Rød valgallianse",7
"0515 Vågå","Frie Folkevalgte",2
"0515 Vågå","Det nye Folkepartiet (1973-1977)",4
"0515 Vågå","Ensliges parti",1
"0516 Nord-Fron","Arbeiderpartiet",2088
"0516 Nord-Fron","Fremskrittspartiet",17
"0516 Nord-Fron","Høyre",217
"0516 Nord-Fron","Kristelig Folkeparti",235
"0516 Nord-Fron","Senterpartiet",670
"0516 Nord-Fron","Sosialistisk Venstreparti",103
"0516 Nord-Fron","Venstre",49
"0516 Nord-Fron","Norges Kommunistiske Parti",9
"0516 Nord-Fron","Rød valgallianse",4
"0516 Nord-Fron","Det nye Folkepartiet (1973-1977)",5
"0516 Nord-Fron","Ensliges parti",3
"0516 Nord-Fron","Norges demokratiske parti",1
"0517 Sel","Arbeiderpartiet",2310
"0517 Sel","Fremskrittspartiet",17
"0517 Sel","Høyre",327
"0517 Sel","Kristelig Folkeparti",200
"0517 Sel","Senterpartiet",588
"0517 Sel","Sosialistisk Venstreparti",148
"0517 Sel","Venstre",46
"0517 Sel","Norges Kommunistiske Parti",6
"0517 Sel","Rød valgallianse",8
"0517 Sel","Frie Folkevalgte",2
"0517 Sel","Det nye Folkepartiet (1973-1977)",8
"0517 Sel","Ensliges parti",3
"0519 Sør-Fron","Arbeiderpartiet",1243
"0519 Sør-Fron","Fremskrittspartiet",7
"0519 Sør-Fron","Høyre",168
"0519 Sør-Fron","Kristelig Folkeparti",122
"0519 Sør-Fron","Senterpartiet",393
"0519 Sør-Fron","Sosialistisk Venstreparti",48
"0519 Sør-Fron","Venstre",21
"0519 Sør-Fron","Norges Kommunistiske Parti",8
"0519 Sør-Fron","Rød valgallianse",4
"0519 Sør-Fron","Frie Folkevalgte",4
"0519 Sør-Fron","Det nye Folkepartiet (1973-1977)",4
"0519 Sør-Fron","Ensliges parti",2
"0520 Ringebu","Arbeiderpartiet",1744
"0520 Ringebu","Fremskrittspartiet",16
"0520 Ringebu","Høyre",317
"0520 Ringebu","Kristelig Folkeparti",296
"0520 Ringebu","Senterpartiet",639
"0520 Ringebu","Sosialistisk Venstreparti",78
"0520 Ringebu","Venstre",50
"0520 Ringebu","Norges Kommunistiske Parti",3
"0520 Ringebu","Rød valgallianse",13
"0520 Ringebu","Det nye Folkepartiet (1973-1977)",15
"0520 Ringebu","Ensliges parti",3
"0520 Ringebu","Norges demokratiske parti",1
"0521 Øyer","Arbeiderpartiet",1238
"0521 Øyer","Fremskrittspartiet",19
"0521 Øyer","Høyre",261
"0521 Øyer","Kristelig Folkeparti",285
"0521 Øyer","Senterpartiet",641
"0521 Øyer","Sosialistisk Venstreparti",36
"0521 Øyer","Venstre",50
"0521 Øyer","Norges Kommunistiske Parti",1
"0521 Øyer","Rød valgallianse",5
"0521 Øyer","Det nye Folkepartiet (1973-1977)",14
"0521 Øyer","Ensliges parti",2
"0521 Øyer","Norges demokratiske parti",1
"0522 Gausdal","Arbeiderpartiet",2155
"0522 Gausdal","Fremskrittspartiet",35
"0522 Gausdal","Høyre",249
"0522 Gausdal","Kristelig Folkeparti",348
"0522 Gausdal","Senterpartiet",800
"0522 Gausdal","Sosialistisk Venstreparti",125
"0522 Gausdal","Venstre",64
"0522 Gausdal","Norges Kommunistiske Parti",4
"0522 Gausdal","Rød valgallianse",3
"0522 Gausdal","Frie Folkevalgte",1
"0522 Gausdal","Det nye Folkepartiet (1973-1977)",17
"0522 Gausdal","Ensliges parti",5
"0522 Gausdal","Norges demokratiske parti",3
"0528 Østre Toten","Arbeiderpartiet",4689
"0528 Østre Toten","Fremskrittspartiet",79
"0528 Østre Toten","Høyre",868
"0528 Østre Toten","Kristelig Folkeparti",810
"0528 Østre Toten","Senterpartiet",1459
"0528 Østre Toten","Sosialistisk Venstreparti",202
"0528 Østre Toten","Venstre",153
"0528 Østre Toten","Norges Kommunistiske Parti",9
"0528 Østre Toten","Rød valgallianse",13
"0528 Østre Toten","Frie Folkevalgte",1
"0528 Østre Toten","Det nye Folkepartiet (1973-1977)",39
"0528 Østre Toten","Ensliges parti",6
"0528 Østre Toten","Norges demokratiske parti",8
"0529 Vestre Toten","Arbeiderpartiet",4768
"0529 Vestre Toten","Fremskrittspartiet",75
"0529 Vestre Toten","Høyre",799
"0529 Vestre Toten","Kristelig Folkeparti",730
"0529 Vestre Toten","Senterpartiet",835
"0529 Vestre Toten","Sosialistisk Venstreparti",225
"0529 Vestre Toten","Venstre",142
"0529 Vestre Toten","Norges Kommunistiske Parti",27
"0529 Vestre Toten","Rød valgallianse",15
"0529 Vestre Toten","Frie Folkevalgte",5
"0529 Vestre Toten","Det nye Folkepartiet (1973-1977)",30
"0529 Vestre Toten","Ensliges parti",6
"0529 Vestre Toten","Norges demokratiske parti",2
"0532 Jevnaker","Arbeiderpartiet",2078
"0532 Jevnaker","Fremskrittspartiet",25
"0532 Jevnaker","Høyre",409
"0532 Jevnaker","Kristelig Folkeparti",209
"0532 Jevnaker","Senterpartiet",239
"0532 Jevnaker","Sosialistisk Venstreparti",184
"0532 Jevnaker","Venstre",29
"0532 Jevnaker","Norges Kommunistiske Parti",77
"0532 Jevnaker","Rød valgallianse",13
"0532 Jevnaker","Frie Folkevalgte",2
"0532 Jevnaker","Det nye Folkepartiet (1973-1977)",10
"0532 Jevnaker","Ensliges parti",3
"0532 Jevnaker","Norges demokratiske parti",1
"0533 Lunner","Arbeiderpartiet",1990
"0533 Lunner","Fremskrittspartiet",32
"0533 Lunner","Høyre",513
"0533 Lunner","Kristelig Folkeparti",282
"0533 Lunner","Senterpartiet",593
"0533 Lunner","Sosialistisk Venstreparti",139
"0533 Lunner","Venstre",74
"0533 Lunner","Norges Kommunistiske Parti",11
"0533 Lunner","Rød valgallianse",23
"0533 Lunner","Det nye Folkepartiet (1973-1977)",12
"0533 Lunner","Ensliges parti",4
"0533 Lunner","Norges demokratiske parti",3
"0534 Gran","Arbeiderpartiet",3835
"0534 Gran","Fremskrittspartiet",88
"0534 Gran","Høyre",840
"0534 Gran","Kristelig Folkeparti",652
"0534 Gran","Senterpartiet",1406
"0534 Gran","Sosialistisk Venstreparti",204
"0534 Gran","Venstre",149
"0534 Gran","Norges Kommunistiske Parti",40
"0534 Gran","Rød valgallianse",17
"0534 Gran","Frie Folkevalgte",2
"0534 Gran","Det nye Folkepartiet (1973-1977)",23
"0534 Gran","Ensliges parti",6
"0534 Gran","Norges demokratiske parti",2
"0536 Søndre Land","Arbeiderpartiet",2773
"0536 Søndre Land","Fremskrittspartiet",24
"0536 Søndre Land","Høyre",296
"0536 Søndre Land","Kristelig Folkeparti",220
"0536 Søndre Land","Senterpartiet",377
"0536 Søndre Land","Sosialistisk Venstreparti",163
"0536 Søndre Land","Venstre",65
"0536 Søndre Land","Norges Kommunistiske Parti",16
"0536 Søndre Land","Rød valgallianse",17
"0536 Søndre Land","Frie Folkevalgte",2
"0536 Søndre Land","Det nye Folkepartiet (1973-1977)",15
"0536 Søndre Land","Ensliges parti",3
"0538 Nordre Land","Arbeiderpartiet",2746
"0538 Nordre Land","Fremskrittspartiet",20
"0538 Nordre Land","Høyre",336
"0538 Nordre Land","Kristelig Folkeparti",374
"0538 Nordre Land","Senterpartiet",530
"0538 Nordre Land","Sosialistisk Venstreparti",81
"0538 Nordre Land","Venstre",68
"0538 Nordre Land","Norges Kommunistiske Parti",4
"0538 Nordre Land","Rød valgallianse",14
"0538 Nordre Land","Frie Folkevalgte",2
"0538 Nordre Land","Det nye Folkepartiet (1973-1977)",11
"0538 Nordre Land","Ensliges parti",4
"0540 Sør-Aurdal","Arbeiderpartiet",1130
"0540 Sør-Aurdal","Fremskrittspartiet",15
"0540 Sør-Aurdal","Høyre",173
"0540 Sør-Aurdal","Kristelig Folkeparti",268
