"kommune","parti","stemmer"
"1221 Stord","Ensliges parti",4
"1221 Stord","Kvinnenes frie folkevalgte",8
"1221 Stord","Norges demokratiske parti",10
"1221 Stord","Sosialistisk Valgforbund (1973)",561
"1222 Fitjar","Arbeiderpartiet",212
"1222 Fitjar","Høyre",150
"1222 Fitjar","Kristelig Folkeparti",539
"1222 Fitjar","Senterpartiet",195
"1222 Fitjar","Venstre",63
"1222 Fitjar","Rød valgallianse",1
"1222 Fitjar","Det nye Folkepartiet (1973-1977)",42
"1222 Fitjar","Anders Langes parti (1973)",70
"1222 Fitjar","Kvinnenes frie folkevalgte",7
"1222 Fitjar","Norges demokratiske parti",5
"1222 Fitjar","Sosialistisk Valgforbund (1973)",37
"1223 Tysnes","Arbeiderpartiet",190
"1223 Tysnes","Høyre",200
"1223 Tysnes","Kristelig Folkeparti",561
"1223 Tysnes","Senterpartiet",290
"1223 Tysnes","Venstre",61
"1223 Tysnes","Rød valgallianse",5
"1223 Tysnes","Det nye Folkepartiet (1973-1977)",71
"1223 Tysnes","Anders Langes parti (1973)",33
"1223 Tysnes","Ensliges parti",2
"1223 Tysnes","Kvinnenes frie folkevalgte",6
"1223 Tysnes","Norges demokratiske parti",3
"1223 Tysnes","Sosialistisk Valgforbund (1973)",46
"1224 Kvinnherad","Arbeiderpartiet",1327
"1224 Kvinnherad","Høyre",503
"1224 Kvinnherad","Kristelig Folkeparti",1418
"1224 Kvinnherad","Senterpartiet",1443
"1224 Kvinnherad","Venstre",275
"1224 Kvinnherad","Rød valgallianse",26
"1224 Kvinnherad","Det nye Folkepartiet (1973-1977)",264
"1224 Kvinnherad","Anders Langes parti (1973)",296
"1224 Kvinnherad","Ensliges parti",3
"1224 Kvinnherad","Kvinnenes frie folkevalgte",17
"1224 Kvinnherad","Norges demokratiske parti",4
"1224 Kvinnherad","Sosialistisk Valgforbund (1973)",364
"1227 Jondal","Arbeiderpartiet",82
"1227 Jondal","Høyre",36
"1227 Jondal","Kristelig Folkeparti",296
"1227 Jondal","Senterpartiet",134
"1227 Jondal","Venstre",41
"1227 Jondal","Rød valgallianse",5
"1227 Jondal","Det nye Folkepartiet (1973-1977)",30
"1227 Jondal","Anders Langes parti (1973)",19
"1227 Jondal","Kvinnenes frie folkevalgte",4
"1227 Jondal","Sosialistisk Valgforbund (1973)",14
"1228 Odda","Arbeiderpartiet",1855
"1228 Odda","Høyre",439
"1228 Odda","Kristelig Folkeparti",534
"1228 Odda","Senterpartiet",281
"1228 Odda","Venstre",296
"1228 Odda","Rød valgallianse",94
"1228 Odda","Det nye Folkepartiet (1973-1977)",267
"1228 Odda","Anders Langes parti (1973)",144
"1228 Odda","Ensliges parti",8
"1228 Odda","Kvinnenes frie folkevalgte",4
"1228 Odda","Norges demokratiske parti",8
"1228 Odda","Sosialistisk Valgforbund (1973)",1515
"1230 Ullensvang (-1976)","Arbeiderpartiet",660
"1230 Ullensvang (-1976)","Høyre",208
"1230 Ullensvang (-1976)","Kristelig Folkeparti",398
"1230 Ullensvang (-1976)","Senterpartiet",827
"1230 Ullensvang (-1976)","Venstre",198
"1230 Ullensvang (-1976)","Rød valgallianse",4
"1230 Ullensvang (-1976)","Det nye Folkepartiet (1973-1977)",73
"1230 Ullensvang (-1976)","Anders Langes parti (1973)",110
"1230 Ullensvang (-1976)","Ensliges parti",6
"1230 Ullensvang (-1976)","Kvinnenes frie folkevalgte",6
"1230 Ullensvang (-1976)","Sosialistisk Valgforbund (1973)",92
"1233 Ulvik","Arbeiderpartiet",217
"1233 Ulvik","Høyre",45
"1233 Ulvik","Kristelig Folkeparti",78
"1233 Ulvik","Senterpartiet",213
"1233 Ulvik","Venstre",59
"1233 Ulvik","Rød valgallianse",4
"1233 Ulvik","Det nye Folkepartiet (1973-1977)",48
"1233 Ulvik","Anders Langes parti (1973)",19
"1233 Ulvik","Ensliges parti",1
"1233 Ulvik","Kvinnenes frie folkevalgte",1
"1233 Ulvik","Norges demokratiske parti",1
"1233 Ulvik","Sosialistisk Valgforbund (1973)",32
"1234 Granvin","Arbeiderpartiet",146
"1234 Granvin","Høyre",38
"1234 Granvin","Kristelig Folkeparti",62
"1234 Granvin","Senterpartiet",224
"1234 Granvin","Venstre",26
"1234 Granvin","Rød valgallianse",4
"1234 Granvin","Det nye Folkepartiet (1973-1977)",17
"1234 Granvin","Anders Langes parti (1973)",11
"1234 Granvin","Kvinnenes frie folkevalgte",1
"1234 Granvin","Sosialistisk Valgforbund (1973)",11
"1235 Voss","Arbeiderpartiet",2851
"1235 Voss","Høyre",553
"1235 Voss","Kristelig Folkeparti",1131
"1235 Voss","Senterpartiet",1732
"1235 Voss","Venstre",256
"1235 Voss","Rød valgallianse",24
"1235 Voss","Det nye Folkepartiet (1973-1977)",362
"1235 Voss","Anders Langes parti (1973)",141
"1235 Voss","Ensliges parti",21
"1235 Voss","Kvinnenes frie folkevalgte",15
"1235 Voss","Norges demokratiske parti",6
"1235 Voss","Sosialistisk Valgforbund (1973)",385
"1238 Kvam","Arbeiderpartiet",1061
"1238 Kvam","Høyre",457
"1238 Kvam","Kristelig Folkeparti",1277
"1238 Kvam","Senterpartiet",946
"1238 Kvam","Venstre",194
"1238 Kvam","Rød valgallianse",14
"1238 Kvam","Det nye Folkepartiet (1973-1977)",218
"1238 Kvam","Anders Langes parti (1973)",125
"1238 Kvam","Ensliges parti",6
"1238 Kvam","Kvinnenes frie folkevalgte",9
"1238 Kvam","Norges demokratiske parti",2
"1238 Kvam","Sosialistisk Valgforbund (1973)",322
"1241 Fusa","Arbeiderpartiet",351
"1241 Fusa","Høyre",113
"1241 Fusa","Kristelig Folkeparti",662
"1241 Fusa","Senterpartiet",412
"1241 Fusa","Venstre",72
"1241 Fusa","Rød valgallianse",5
"1241 Fusa","Det nye Folkepartiet (1973-1977)",121
"1241 Fusa","Anders Langes parti (1973)",87
"1241 Fusa","Ensliges parti",2
"1241 Fusa","Kvinnenes frie folkevalgte",8
"1241 Fusa","Norges demokratiske parti",1
"1241 Fusa","Sosialistisk Valgforbund (1973)",58
"1242 Samnanger","Arbeiderpartiet",407
"1242 Samnanger","Høyre",61
"1242 Samnanger","Kristelig Folkeparti",393
"1242 Samnanger","Senterpartiet",154
"1242 Samnanger","Venstre",37
"1242 Samnanger","Rød valgallianse",3
"1242 Samnanger","Det nye Folkepartiet (1973-1977)",36
"1242 Samnanger","Anders Langes parti (1973)",27
"1242 Samnanger","Kvinnenes frie folkevalgte",1
"1242 Samnanger","Norges demokratiske parti",1
"1242 Samnanger","Sosialistisk Valgforbund (1973)",64
"1243 Os (Hord.)","Arbeiderpartiet",1302
"1243 Os (Hord.)","Høyre",647
"1243 Os (Hord.)","Kristelig Folkeparti",737
"1243 Os (Hord.)","Senterpartiet",444
"1243 Os (Hord.)","Venstre",160
"1243 Os (Hord.)","Rød valgallianse",10
"1243 Os (Hord.)","Det nye Folkepartiet (1973-1977)",335
"1243 Os (Hord.)","Anders Langes parti (1973)",398
"1243 Os (Hord.)","Ensliges parti",10
"1243 Os (Hord.)","Kvinnenes frie folkevalgte",9
"1243 Os (Hord.)","Norges demokratiske parti",6
"1243 Os (Hord.)","Sosialistisk Valgforbund (1973)",195
"1244 Austevoll","Arbeiderpartiet",316
"1244 Austevoll","Høyre",271
"1244 Austevoll","Kristelig Folkeparti",723
"1244 Austevoll","Senterpartiet",195
"1244 Austevoll","Venstre",59
"1244 Austevoll","Rød valgallianse",4
"1244 Austevoll","Det nye Folkepartiet (1973-1977)",140
"1244 Austevoll","Anders Langes parti (1973)",79
"1244 Austevoll","Ensliges parti",1
"1244 Austevoll","Kvinnenes frie folkevalgte",2
"1244 Austevoll","Norges demokratiske parti",2
"1244 Austevoll","Sosialistisk Valgforbund (1973)",42
"1245 Sund","Arbeiderpartiet",356
"1245 Sund","Høyre",263
"1245 Sund","Kristelig Folkeparti",430
"1245 Sund","Senterpartiet",133
"1245 Sund","Venstre",81
"1245 Sund","Rød valgallianse",2
"1245 Sund","Det nye Folkepartiet (1973-1977)",108
"1245 Sund","Anders Langes parti (1973)",115
"1245 Sund","Ensliges parti",3
"1245 Sund","Kvinnenes frie folkevalgte",2
"1245 Sund","Norges demokratiske parti",8
"1245 Sund","Sosialistisk Valgforbund (1973)",49
"1246 Fjell","Arbeiderpartiet",840
"1246 Fjell","Høyre",508
"1246 Fjell","Kristelig Folkeparti",1268
"1246 Fjell","Senterpartiet",266
"1246 Fjell","Venstre",95
"1246 Fjell","Rød valgallianse",12
"1246 Fjell","Det nye Folkepartiet (1973-1977)",231
"1246 Fjell","Anders Langes parti (1973)",264
"1246 Fjell","Ensliges parti",9
"1246 Fjell","Kvinnenes frie folkevalgte",12
"1246 Fjell","Norges demokratiske parti",6
"1246 Fjell","Sosialistisk Valgforbund (1973)",211
"1246 Fjell","Andre",1
"1247 Askøy","Arbeiderpartiet",2197
"1247 Askøy","Høyre",889
"1247 Askøy","Kristelig Folkeparti",1489
"1247 Askøy","Senterpartiet",264
"1247 Askøy","Venstre",316
"1247 Askøy","Rød valgallianse",25
"1247 Askøy","Det nye Folkepartiet (1973-1977)",454
"1247 Askøy","Anders Langes parti (1973)",636
"1247 Askøy","Ensliges parti",12
"1247 Askøy","Kvinnenes frie folkevalgte",15
"1247 Askøy","Norges demokratiske parti",14
"1247 Askøy","Sosialistisk Valgforbund (1973)",608
"1251 Vaksdal","Arbeiderpartiet",1343
"1251 Vaksdal","Høyre",140
"1251 Vaksdal","Kristelig Folkeparti",601
"1251 Vaksdal","Senterpartiet",275
"1251 Vaksdal","Venstre",80
"1251 Vaksdal","Rød valgallianse",16
"1251 Vaksdal","Det nye Folkepartiet (1973-1977)",137
"1251 Vaksdal","Anders Langes parti (1973)",82
"1251 Vaksdal","Ensliges parti",4
"1251 Vaksdal","Kvinnenes frie folkevalgte",6
"1251 Vaksdal","Norges demokratiske parti",5
"1251 Vaksdal","Sosialistisk Valgforbund (1973)",235
"1252 Modalen","Arbeiderpartiet",4
"1252 Modalen","Høyre",4
"1252 Modalen","Kristelig Folkeparti",8
"1252 Modalen","Senterpartiet",6
"1252 Modalen","Venstre",1
"1252 Modalen","Anders Langes parti (1973)",1
"1252 Modalen","Ensliges parti",2
"1252 Modalen","Sosialistisk Valgforbund (1973)",1
"1253 Osterøy","Arbeiderpartiet",753
"1253 Osterøy","Høyre",232
"1253 Osterøy","Kristelig Folkeparti",703
"1253 Osterøy","Senterpartiet",573
"1253 Osterøy","Venstre",122
"1253 Osterøy","Rød valgallianse",10
"1253 Osterøy","Det nye Folkepartiet (1973-1977)",200
"1253 Osterøy","Anders Langes parti (1973)",165
"1253 Osterøy","Ensliges parti",5
"1253 Osterøy","Kvinnenes frie folkevalgte",5
"1253 Osterøy","Norges demokratiske parti",1
"1253 Osterøy","Sosialistisk Valgforbund (1973)",172
"1256 Meland","Arbeiderpartiet",265
"1256 Meland","Høyre",136
"1256 Meland","Kristelig Folkeparti",440
"1256 Meland","Senterpartiet",309
"1256 Meland","Venstre",78
"1256 Meland","Rød valgallianse",5
"1256 Meland","Det nye Folkepartiet (1973-1977)",102
"1256 Meland","Anders Langes parti (1973)",47
"1256 Meland","Ensliges parti",3
"1256 Meland","Kvinnenes frie folkevalgte",3
"1256 Meland","Norges demokratiske parti",4
"1256 Meland","Sosialistisk Valgforbund (1973)",53
"1259 Øygarden","Arbeiderpartiet",290
"1259 Øygarden","Høyre",126
"1259 Øygarden","Kristelig Folkeparti",657
"1259 Øygarden","Senterpartiet",100
"1259 Øygarden","Venstre",39
"1259 Øygarden","Rød valgallianse",1
"1259 Øygarden","Det nye Folkepartiet (1973-1977)",51
"1259 Øygarden","Anders Langes parti (1973)",32
"1259 Øygarden","Kvinnenes frie folkevalgte",1
"1259 Øygarden","Norges demokratiske parti",2
"1259 Øygarden","Sosialistisk Valgforbund (1973)",26
"1260 Radøy","Arbeiderpartiet",664
"1260 Radøy","Høyre",153
"1260 Radøy","Kristelig Folkeparti",609
"1260 Radøy","Senterpartiet",368
"1260 Radøy","Venstre",80
"1260 Radøy","Rød valgallianse",5
"1260 Radøy","Det nye Folkepartiet (1973-1977)",115
"1260 Radøy","Anders Langes parti (1973)",65
"1260 Radøy","Ensliges parti",1
"1260 Radøy","Kvinnenes frie folkevalgte",7
"1260 Radøy","Norges demokratiske parti",2
"1260 Radøy","Sosialistisk Valgforbund (1973)",92
"1263 Lindås","Arbeiderpartiet",738
"1263 Lindås","Høyre",334
"1263 Lindås","Kristelig Folkeparti",1417
"1263 Lindås","Senterpartiet",961
"1263 Lindås","Venstre",163
"1263 Lindås","Rød valgallianse",12
"1263 Lindås","Det nye Folkepartiet (1973-1977)",205
"1263 Lindås","Anders Langes parti (1973)",176
"1263 Lindås","Ensliges parti",7
"1263 Lindås","Kvinnenes frie folkevalgte",15
"1263 Lindås","Norges demokratiske parti",4
"1263 Lindås","Sosialistisk Valgforbund (1973)",137
"1264 Austrheim","Arbeiderpartiet",192
"1264 Austrheim","Høyre",129
"1264 Austrheim","Kristelig Folkeparti",365
"1264 Austrheim","Senterpartiet",106
"1264 Austrheim","Venstre",41
"1264 Austrheim","Det nye Folkepartiet (1973-1977)",66
"1264 Austrheim","Anders Langes parti (1973)",35
"1264 Austrheim","Ensliges parti",1
"1264 Austrheim","Kvinnenes frie folkevalgte",4
"1264 Austrheim","Norges demokratiske parti",4
"1264 Austrheim","Sosialistisk Valgforbund (1973)",30
"1265 Fedje","Arbeiderpartiet",100
"1265 Fedje","Høyre",34
"1265 Fedje","Kristelig Folkeparti",176
"1265 Fedje","Senterpartiet",20
"1265 Fedje","Venstre",18
"1265 Fedje","Det nye Folkepartiet (1973-1977)",38
"1265 Fedje","Anders Langes parti (1973)",20
"1265 Fedje","Sosialistisk Valgforbund (1973)",6
"1266 Masfjorden","Arbeiderpartiet",209
"1266 Masfjorden","Høyre",36
"1266 Masfjorden","Kristelig Folkeparti",364
"1266 Masfjorden","Senterpartiet",182
"1266 Masfjorden","Venstre",45
"1266 Masfjorden","Det nye Folkepartiet (1973-1977)",26
"1266 Masfjorden","Anders Langes parti (1973)",30
"1266 Masfjorden","Norges demokratiske parti",2
"1266 Masfjorden","Sosialistisk Valgforbund (1973)",34
"1401 Flora","Arbeiderpartiet",681
"1401 Flora","Høyre",351
"1401 Flora","Kristelig Folkeparti",626
"1401 Flora","Senterpartiet",488
"1401 Flora","Venstre",395
"1401 Flora","Rød valgallianse",12
"1401 Flora","Det nye Folkepartiet (1973-1977)",81
"1401 Flora","Anders Langes parti (1973)",131
"1401 Flora","Ensliges parti",7
"1401 Flora","Norges demokratiske parti",5
"1401 Flora","Sosialistisk Valgforbund (1973)",1414
"1411 Gulen","Arbeiderpartiet",256
"1411 Gulen","Høyre",108
"1411 Gulen","Kristelig Folkeparti",432
"1411 Gulen","Senterpartiet",389
"1411 Gulen","Venstre",59
"1411 Gulen","Rød valgallianse",1
"1411 Gulen","Det nye Folkepartiet (1973-1977)",129
"1411 Gulen","Anders Langes parti (1973)",42
"1411 Gulen","Ensliges parti",1
"1411 Gulen","Norges demokratiske parti",1
"1411 Gulen","Sosialistisk Valgforbund (1973)",33
"1412 Solund","Arbeiderpartiet",82
"1412 Solund","Høyre",70
"1412 Solund","Kristelig Folkeparti",164
"1412 Solund","Senterpartiet",166
"1412 Solund","Venstre",52
"1412 Solund","Det nye Folkepartiet (1973-1977)",54
"1412 Solund","Anders Langes parti (1973)",23
"1412 Solund","Ensliges parti",2
"1412 Solund","Norges demokratiske parti",1
"1412 Solund","Sosialistisk Valgforbund (1973)",16
"1413 Hyllestad","Arbeiderpartiet",282
"1413 Hyllestad","Høyre",36
"1413 Hyllestad","Kristelig Folkeparti",226
"1413 Hyllestad","Senterpartiet",269
"1413 Hyllestad","Venstre",34
"1413 Hyllestad","Rød valgallianse",4
"1413 Hyllestad","Det nye Folkepartiet (1973-1977)",30
"1413 Hyllestad","Anders Langes parti (1973)",17
"1413 Hyllestad","Sosialistisk Valgforbund (1973)",15
"1416 Høyanger","Arbeiderpartiet",1179
"1416 Høyanger","Høyre",289
"1416 Høyanger","Kristelig Folkeparti",396
"1416 Høyanger","Senterpartiet",288
"1416 Høyanger","Venstre",203
"1416 Høyanger","Rød valgallianse",9
"1416 Høyanger","Det nye Folkepartiet (1973-1977)",105
"1416 Høyanger","Anders Langes parti (1973)",53
"1416 Høyanger","Ensliges parti",2
"1416 Høyanger","Norges demokratiske parti",4
"1416 Høyanger","Sosialistisk Valgforbund (1973)",281
"1417 Vik","Arbeiderpartiet",355
"1417 Vik","Høyre",100
"1417 Vik","Kristelig Folkeparti",213
"1417 Vik","Senterpartiet",518
"1417 Vik","Venstre",39
"1417 Vik","Rød valgallianse",2
"1417 Vik","Det nye Folkepartiet (1973-1977)",64
"1417 Vik","Anders Langes parti (1973)",44
"1417 Vik","Ensliges parti",1
"1417 Vik","Sosialistisk Valgforbund (1973)",47
"1418 Balestrand","Arbeiderpartiet",227
"1418 Balestrand","Høyre",137
"1418 Balestrand","Kristelig Folkeparti",226
"1418 Balestrand","Senterpartiet",304
"1418 Balestrand","Venstre",51
"1418 Balestrand","Rød valgallianse",3
"1418 Balestrand","Det nye Folkepartiet (1973-1977)",36
"1418 Balestrand","Anders Langes parti (1973)",31
"1418 Balestrand","Norges demokratiske parti",5
"1418 Balestrand","Sosialistisk Valgforbund (1973)",26
"1419 Leikanger","Arbeiderpartiet",540
"1419 Leikanger","Høyre",122
"1419 Leikanger","Kristelig Folkeparti",267
"1419 Leikanger","Senterpartiet",308
"1419 Leikanger","Venstre",93
"1419 Leikanger","Det nye Folkepartiet (1973-1977)",67
"1419 Leikanger","Anders Langes parti (1973)",29
"1419 Leikanger","Ensliges parti",3
"1419 Leikanger","Norges demokratiske parti",1
"1419 Leikanger","Sosialistisk Valgforbund (1973)",82
"1420 Sogndal","Arbeiderpartiet",657
"1420 Sogndal","Høyre",212
"1420 Sogndal","Kristelig Folkeparti",423
"1420 Sogndal","Senterpartiet",507
"1420 Sogndal","Venstre",105
"1420 Sogndal","Rød valgallianse",5
"1420 Sogndal","Det nye Folkepartiet (1973-1977)",228
"1420 Sogndal","Anders Langes parti (1973)",73
"1420 Sogndal","Ensliges parti",3
"1420 Sogndal","Norges demokratiske parti",5
"1420 Sogndal","Sosialistisk Valgforbund (1973)",113
"1421 Aurland","Arbeiderpartiet",510
"1421 Aurland","Høyre",108
"1421 Aurland","Kristelig Folkeparti",147
"1421 Aurland","Senterpartiet",291
"1421 Aurland","Venstre",49
"1421 Aurland","Rød valgallianse",2
"1421 Aurland","Det nye Folkepartiet (1973-1977)",51
"1421 Aurland","Anders Langes parti (1973)",25
"1421 Aurland","Ensliges parti",1
"1421 Aurland","Sosialistisk Valgforbund (1973)",27
"1422 Lærdal","Arbeiderpartiet",457
"1422 Lærdal","Høyre",120
"1422 Lærdal","Kristelig Folkeparti",113
"1422 Lærdal","Senterpartiet",271
"1422 Lærdal","Venstre",71
"1422 Lærdal","Rød valgallianse",4
"1422 Lærdal","Det nye Folkepartiet (1973-1977)",39
"1422 Lærdal","Anders Langes parti (1973)",29
"1422 Lærdal","Ensliges parti",1
"1422 Lærdal","Norges demokratiske parti",3
"1422 Lærdal","Sosialistisk Valgforbund (1973)",78
"1424 Årdal","Arbeiderpartiet",2542
"1424 Årdal","Høyre",229
"1424 Årdal","Kristelig Folkeparti",207
"1424 Årdal","Senterpartiet",155
"1424 Årdal","Venstre",96
"1424 Årdal","Rød valgallianse",6
"1424 Årdal","Det nye Folkepartiet (1973-1977)",128
"1424 Årdal","Anders Langes parti (1973)",58
"1424 Årdal","Ensliges parti",3
"1424 Årdal","Norges demokratiske parti",4
"1424 Årdal","Sosialistisk Valgforbund (1973)",373
"1426 Luster","Arbeiderpartiet",1056
"1426 Luster","Høyre",97
"1426 Luster","Kristelig Folkeparti",600
"1426 Luster","Senterpartiet",616
"1426 Luster","Venstre",122
"1426 Luster","Rød valgallianse",1
"1426 Luster","Det nye Folkepartiet (1973-1977)",51
"1426 Luster","Anders Langes parti (1973)",18
"1426 Luster","Ensliges parti",2
"1426 Luster","Norges demokratiske parti",1
"1426 Luster","Sosialistisk Valgforbund (1973)",66
"1428 Askvoll","Arbeiderpartiet",310
"1428 Askvoll","Høyre",77
"1428 Askvoll","Kristelig Folkeparti",514
"1428 Askvoll","Senterpartiet",444
"1428 Askvoll","Venstre",74
"1428 Askvoll","Rød valgallianse",7
"1428 Askvoll","Det nye Folkepartiet (1973-1977)",59
"1428 Askvoll","Anders Langes parti (1973)",62
"1428 Askvoll","Ensliges parti",1
"1428 Askvoll","Norges demokratiske parti",1
"1428 Askvoll","Sosialistisk Valgforbund (1973)",33
"1429 Fjaler","Arbeiderpartiet",651
"1429 Fjaler","Høyre",110
"1429 Fjaler","Kristelig Folkeparti",381
"1429 Fjaler","Senterpartiet",433
"1429 Fjaler","Venstre",74
"1429 Fjaler","Rød valgallianse",2
"1429 Fjaler","Det nye Folkepartiet (1973-1977)",80
"1429 Fjaler","Anders Langes parti (1973)",55
"1429 Fjaler","Ensliges parti",1
"1429 Fjaler","Norges demokratiske parti",3
"1429 Fjaler","Sosialistisk Valgforbund (1973)",65
"1430 Gaular","Arbeiderpartiet",251
"1430 Gaular","Høyre",90
"1430 Gaular","Kristelig Folkeparti",513
"1430 Gaular","Senterpartiet",448
"1430 Gaular","Venstre",12
"1430 Gaular","Rød valgallianse",3
"1430 Gaular","Det nye Folkepartiet (1973-1977)",23
"1430 Gaular","Anders Langes parti (1973)",24
"1430 Gaular","Ensliges parti",2
"1430 Gaular","Norges demokratiske parti",2
"1430 Gaular","Sosialistisk Valgforbund (1973)",25
"1431 Jølster","Arbeiderpartiet",233
"1431 Jølster","Høyre",48
"1431 Jølster","Kristelig Folkeparti",457
"1431 Jølster","Senterpartiet",605
"1431 Jølster","Venstre",23
"1431 Jølster","Rød valgallianse",7
"1431 Jølster","Det nye Folkepartiet (1973-1977)",54
"1431 Jølster","Anders Langes parti (1973)",21
"1431 Jølster","Ensliges parti",3
"1431 Jølster","Norges demokratiske parti",2
"1431 Jølster","Sosialistisk Valgforbund (1973)",30
"1432 Førde","Arbeiderpartiet",650
"1432 Førde","Høyre",278
"1432 Førde","Kristelig Folkeparti",655
"1432 Førde","Senterpartiet",601
"1432 Førde","Venstre",63
"1432 Førde","Rød valgallianse",12
"1432 Førde","Det nye Folkepartiet (1973-1977)",202
"1432 Førde","Anders Langes parti (1973)",97
"1432 Førde","Ensliges parti",2
"1432 Førde","Sosialistisk Valgforbund (1973)",52
"1433 Naustdal","Arbeiderpartiet",163
"1433 Naustdal","Høyre",81
"1433 Naustdal","Kristelig Folkeparti",279
"1433 Naustdal","Senterpartiet",481
"1433 Naustdal","Venstre",45
"1433 Naustdal","Rød valgallianse",6
"1433 Naustdal","Det nye Folkepartiet (1973-1977)",43
"1433 Naustdal","Anders Langes parti (1973)",10
"1433 Naustdal","Norges demokratiske parti",2
"1433 Naustdal","Sosialistisk Valgforbund (1973)",26
"1438 Bremanger","Arbeiderpartiet",595
"1438 Bremanger","Høyre",242
"1438 Bremanger","Kristelig Folkeparti",650
"1438 Bremanger","Senterpartiet",423
"1438 Bremanger","Venstre",210
"1438 Bremanger","Rød valgallianse",5
"1438 Bremanger","Det nye Folkepartiet (1973-1977)",78
"1438 Bremanger","Anders Langes parti (1973)",51
"1438 Bremanger","Ensliges parti",3
"1438 Bremanger","Norges demokratiske parti",5
"1438 Bremanger","Sosialistisk Valgforbund (1973)",446
"1439 Vågsøy","Arbeiderpartiet",710
"1439 Vågsøy","Høyre",553
"1439 Vågsøy","Kristelig Folkeparti",862
"1439 Vågsøy","Senterpartiet",325
"1439 Vågsøy","Venstre",191
"1439 Vågsøy","Rød valgallianse",5
"1439 Vågsøy","Det nye Folkepartiet (1973-1977)",105
"1439 Vågsøy","Anders Langes parti (1973)",149
"1439 Vågsøy","Ensliges parti",5
"1439 Vågsøy","Norges demokratiske parti",2
"1439 Vågsøy","Sosialistisk Valgforbund (1973)",312
"1441 Selje","Arbeiderpartiet",191
"1441 Selje","Høyre",191
"1441 Selje","Kristelig Folkeparti",716
"1441 Selje","Senterpartiet",269
"1441 Selje","Venstre",120
"1441 Selje","Rød valgallianse",4
"1441 Selje","Det nye Folkepartiet (1973-1977)",29
"1441 Selje","Anders Langes parti (1973)",61
"1441 Selje","Ensliges parti",4
"1441 Selje","Norges demokratiske parti",2
"1441 Selje","Sosialistisk Valgforbund (1973)",97
"1443 Eid","Arbeiderpartiet",276
"1443 Eid","Høyre",244
"1443 Eid","Kristelig Folkeparti",389
"1443 Eid","Senterpartiet",832
"1443 Eid","Venstre",232
"1443 Eid","Rød valgallianse",2
"1443 Eid","Det nye Folkepartiet (1973-1977)",30
"1443 Eid","Anders Langes parti (1973)",48
"1443 Eid","Ensliges parti",4
"1443 Eid","Sosialistisk Valgforbund (1973)",376
"1445 Gloppen","Arbeiderpartiet",398
"1445 Gloppen","Høyre",190
"1445 Gloppen","Kristelig Folkeparti",776
"1445 Gloppen","Senterpartiet",1488
"1445 Gloppen","Venstre",202
"1445 Gloppen","Rød valgallianse",6
"1445 Gloppen","Det nye Folkepartiet (1973-1977)",121
"1445 Gloppen","Anders Langes parti (1973)",45
"1445 Gloppen","Ensliges parti",6
"1445 Gloppen","Norges demokratiske parti",2
"1445 Gloppen","Sosialistisk Valgforbund (1973)",135
"1448 Stryn (-1976)","Arbeiderpartiet",603
"1448 Stryn (-1976)","Høyre",890
"1448 Stryn (-1976)","Kristelig Folkeparti",789
"1448 Stryn (-1976)","Senterpartiet",1133
"1448 Stryn (-1976)","Venstre",270
"1448 Stryn (-1976)","Rød valgallianse",7
"1448 Stryn (-1976)","Det nye Folkepartiet (1973-1977)",48
"1448 Stryn (-1976)","Anders Langes parti (1973)",95
"1448 Stryn (-1976)","Ensliges parti",4
"1448 Stryn (-1976)","Norges demokratiske parti",3
"1448 Stryn (-1976)","Sosialistisk Valgforbund (1973)",91
"1501 Ålesund (-1976)","Arbeiderpartiet",4954
"1501 Ålesund (-1976)","Høyre",3032
"1501 Ålesund (-1976)","Kristelig Folkeparti",4622
"1501 Ålesund (-1976)","Senterpartiet",1519
"1501 Ålesund (-1976)","Venstre",2730
"1501 Ålesund (-1976)","Rød valgallianse",49
"1501 Ålesund (-1976)","Det nye Folkepartiet (1973-1977)",1123
"1501 Ålesund (-1976)","Anders Langes parti (1973)",1527
"1501 Ålesund (-1976)","Ensliges parti",46
"1501 Ålesund (-1976)","Kvinnenes frie folkevalgte",15
"1501 Ålesund (-1976)","Norges demokratiske parti",12
"1501 Ålesund (-1976)","Sosialistisk Valgforbund (1973)",1643
"1502 Molde","Arbeiderpartiet",3043
"1502 Molde","Høyre",1157
"1502 Molde","Kristelig Folkeparti",2414
"1502 Molde","Senterpartiet",1314
"1502 Molde","Venstre",666
"1502 Molde","Rød valgallianse",40
"1502 Molde","Det nye Folkepartiet (1973-1977)",346
"1502 Molde","Anders Langes parti (1973)",480
"1502 Molde","Ensliges parti",27
"1502 Molde","Kvinnenes frie folkevalgte",9
"1502 Molde","Norges demokratiske parti",7
"1502 Molde","Sosialistisk Valgforbund (1973)",1136
"1503 Kristiansund  (-2007)","Arbeiderpartiet",4235
"1503 Kristiansund  (-2007)","Høyre",1459
"1503 Kristiansund  (-2007)","Kristelig Folkeparti",842
"1503 Kristiansund  (-2007)","Senterpartiet",224
"1503 Kristiansund  (-2007)","Venstre",1608
"1503 Kristiansund  (-2007)","Rød valgallianse",43
"1503 Kristiansund  (-2007)","Det nye Folkepartiet (1973-1977)",214
"1503 Kristiansund  (-2007)","Anders Langes parti (1973)",443
"1503 Kristiansund  (-2007)","Ensliges parti",17
"1503 Kristiansund  (-2007)","Kvinnenes frie folkevalgte",11
